,0,1,2,3
0,2020.12.31.,연합뉴스,막걸리 등 주류 매출↑…일상화된 집콕에 홈술족 증가 영향,"31일 부산지역 롯데마트에 따르면 12월 한 달간 주류 매출은 작년 같은 달과 비교해 50%나 늘었다. 국내 맥주 브랜드 매출은 43%, 외국 브랜드 매출은 28%, 포도주 매출은 99%나 급증했다. 소주도 28%나 증가한 것으로..."
1,2020.12.31.,프레시안언론사 선정,"""노회찬의 빈소에는 어떤 특권도 없었다""","그곳에서 자정까지 소주를 마시는데 술이 취하지를 않고 술술 넘어갔다. 그에게 미안했다. 생전에 그에게... 정의당은 ""항상 시민의 삶과 함께하는 지방정치가 되도록 정의당의 역할을 다하겠다""며 ""지역의 토호들보다는..."
2,2020.12.31.,한경비즈니스언론사 선정,"김인규 하이트진로 사장, ‘테라·진로’ 이어 와인 사업까지…주류 3총사 ‘...",여기에 참이슬에 진로이즈백이 더해진 소주부문 영업이익 역시 전년 대비 25.2% 늘어난 1297억원에 달한... 호주 내에서도 청정 지역의 맥아를 엄선해 100% 사용하고 발효 공정에서 자연 발생하는 리얼 탄산만...
3,2020.12.31.,뉴스1,‘맥키스컴퍼니-이제우린’ 지역과 상생의 가치를 만든다,이처럼 CSV(공유가치창출)활동과 ‘이제우린’소주 한 병을 통한 맥키스컴퍼니의 활동들은 지역사회에 상생의 가치를 만들어가고 있다. 맥키스컴퍼니 조웅래 회장은 “일상 속 익숙함에서 만들어지는 작은 가치들이...
4,2020.12.31.,중도일보,MZ세대 사로잡은 'K-와인' 청량하거나 간편하거나,"소주와 맥주, 와인, 위스키보다는 여전히 전통주 시장은 미약하지만, 가능성이 있다는 평가다. 이는 MZ... 지역 특산물로 만든 개성 있는 술은 온라인 판매가 가능해지면서 차별화된 경험을 추구하는 MZ세대의 취향과..."
5,2020.12.31.,오마이뉴스언론사 선정,"노회찬 떠나는 길... ""거기엔 어떤 특권도 없었다""","그곳에서 자정까지 소주를 마시는데 술이 취하지를 않고 술술 넘어갔다. 그에게 미안했다. 생전에 그에게... 정의당은 ""항상 시민의 삶과 함께하는 지방정치가 되도록 정의당의 역할을 다하겠다""며 ""지역의 토호들보다는..."
6,2020.12.31.,우먼스플라워,매콤한 소스에 정신 번쩍…하루가 지나간다 ,준수하고 지역 상권도 활성화하는 윈윈을 기대합니다. 야채곱창은 내게 많은 추억이 있는 음식이다. 어릴 적 남동생과 함께 교감하면서 먹을 수 있는 음식 중 하나이기 때문이다. 물론 나는 곱창을 먹으면서 소주 한 잔을...
7,2020.12.31.,경남일보,신들의 정원 히말라야 (53)6년만에 다시 오른 하얀 산,"""소주 먹는데 이상 없지? 이렇게 연룡이도 만났으니 죽어도 여한이 없다."" 다음날 카트만두를 떠나 카라반에... 경남지역본부 양명호 본부장님과 직원 여러분들에게도 감사드립니다. 이 글들은 산을 오르다 먼저 간 선..."
8,2020.12.30.,에스콰이어,"전통주, 와인, 칵테일까지 집에서 즐길 수 있는 술 구독 서비스","우리술한잔 탁주, 청주, 소주 등 다양한 전통주를 취급하는 우리술한잔은 ‘이달의 우리술BOX’를 제공한다. 전통주 전문가들이 큐레이션한 최고급 전통주와 해당 술의 양조장이 위치한 지역의 문화・역사..."
9,2020.12.30.,SBS,"불 꺼진 식당, 불 밝힌 술집…한 도시 두 풍경","일부 지역에서는 늦은 밤 유흥시설 정상영업이 가능해 형평성 논란이 일고 있습니다. 조재근 기자가... [식당 주인 : 같은 (밀폐된) 공간에서 양주 먹으면 괜찮고, 소주 먹으면 안 되는 그런 느낌? 동일한 규정을..."
10,2020.12.30.,대전일보,코로나 롤러코스터 탄 한 해,코로나발(發) 시련은 소상공인뿐 아니라 지역 대표기업인 맥키스컴퍼니마저 휘청이게 했다. 대전·충청권 대표소주 '이제우린'을 만드는 공장은 2월 27일부터 3월 2일까지 생산설비 가동을 전면 중단한데 이어 3월 한 달...
11,2020.12.30.,부산일보,"다채롭게 즐기는 'K-와인', MZ세대 취향 노린다","지역 특산물로 만든 개성 있는 술들의 온라인 판매가 가능해지며 차별화된 자신만의 경험을 추구하는... 배상면주가 관계자는 ""사회적 거리두기의 여파로 오프라인 모임이 줄어들고 랜선 모임이 늘어나 소주와 맥주에..."
12,2020.12.30.,일요신문,"중국 '패션후르츠 소녀' 살인범 사형, 우리는?",가해자는 피해자와 동갑으로 당시 15세 3명과 이들의 김해 지역 선배인 20대 3명이다. 가출 청소년이던 15세... 냉면 그릇에 소주 2병을 부어 마시도록 한 뒤 게워낸 토사물을 다시 핥아 먹게 했다. 결국 피해자는 모텔 인근...
13,2020.12.30.,대구일보,단독-청송사과 아락 10년 만에 생산 중단…배상면주가 적자 견디지 못해,2011년 6월 청송군이 폐교된 주왕산초등학교를 매입하고 리모델링해 전통주 생산업체인 배상면주가와 업무협약을 통해 청송지역에서 생산되는 쌀과 사과를 이용해 소주를 생산해 왔다. 국내 소주의 대부분이 주정에 물을...
14,2020.12.30.,오마이뉴스,"성탄절 이브의 치킨 기부, 꼬리에 꼬리를 물고","ⓒ 바른지역언론연대 썬더치킨 덕계1호점은 지난 24일 크리스마스 이브에 치킨 40마리를... 치킨 기부 소식이 웅상이야기를 통해 알려지자, 지난 29일 한 시민이 개인 비용으로 치킨 40마리를 주문해 소주동행정복지센터에..."
15,2020.12.30.,메가경제,"복분자, 사과 담은 다채로운 ‘K-와인’, MZ세대 소비자 취향 저격",지역 특산물로 만든 개성 있는 술들의 온라인 판매가 가능해지며 차별화된 자신만의 경험을 추구하는... 배상면주가 관계자는 “사회적 거리두기의 여파로 오프라인 모임이 줄어들고 랜선 모임이 늘어나 소주와 맥주에...
16,2020.12.30.,한국경제,'2021 대한민국 퍼스트브랜드 대상' 식품·외식 부문,"안성마춤 브랜드는 쌀을 비롯해 한우, 포도, 배, 인삼 이렇게 안성지역의 5대 농특산물에만 부여되는... ‘진로’는 1970년대 전국 소주 시장을 주름잡던 진로(眞露)의 ‘넘버원’ 헤리티지를 현대적 감성으로 재해석해..."
17,2020.12.30.,통일뉴스,[북 단신] 단군이 애음했던 '단군술' 양조기술 등,북에서는 국가비물질문화유산으로 지정한 단군술 양조기술을 이용해 현재 아달샘 표 '단군소주' 등을 만들어... 여러 지역에서는 새로 온천을 찾거나 수량을 늘리기 위한 탐사가 진행중이다. 또 황해북도 곡산군...
18,2020.12.30.,세계일보,아직도 포도로 만든 와인만 드세요?,지역 특산물로 만든 개성 있는 술들의 온라인 판매가 가능해지며 차별화된 자신만의 경험을 추구하는... 배상면주가 관계자는 “사회적 거리두기의 여파로 오프라인 모임이 줄어들고 랜선 모임이 늘어나 소주와 맥주에...
19,2020.12.30.,조선비즈언론사 선정,식품업계 3세 줄줄이 승진… 경영 능력 시험대 올라,총괄하며 소주의 세계화를 이끈 성과를 인정받았다. 기존 김인규(58) 사장과 최경택(55) 부사장도 자리를... 미국 지역 본사 등에서 근무했다. 업계에선 고모인 이미경(62) CJ 부회장의 뒤를 이어 그룹 콘텐츠 사업을...
20,2020.12.30.,국제신문,최원준의 음식 사람 <25> 나주곰탕,"■최대 곡창지로 목축업 발전한 나주곰탕하면 떠오르는 여러 지역이 있겠지만, 큰 ‘쇠장’이 있던 대구... 처음에는 삼삼한 듯하다가, 입맛을 다실수록 진하게 차오르는 것이 일품이다.소주 한 잔에 소고기 한 점 소금에..."
21,2020.12.29.,경남일보,코로나 시대 더 빛난 지역기업 무학,무학 최재호 회장(사진 오른쪽)이 지난 2월 코로나19 확산에 따른 지역민들의 어려움을 덜기 위해 소주의 원료인 발료주정으로 만든 살균소독제를 김경수 도지사(사진 가운데)에게 전달하고 있다. 경남의...
22,2020.12.29.,공감신문,"전통주 구독 서비스 ‘미술관’, 홈술족의 취(醉)향저격","전통주 정기 구독 서비스는 소주나 맥주와 달리, 전통주는 온라인 판매가 가능하다는 점에서 착안하여... 청정영농조합 이정민 대표는 “가장 지역적인 것이 가장 창의적”이라며 “전국 각지의 전통주를 까다롭게 엄선해..."
23,2020.12.29.,디트뉴스24,지역사회 상생의 미래를 여는 기업 '㈜맥키스컴퍼니',이는 지난해 대전·세종·충남 23개 기관과 협약을 체결하고 '이제우린' 소주가 한 병 판매될 때마다 5원씩 적립하는 '지역사랑 장학캠페인'의 일환이다. 10년간 40억 원을 목표로 인재육성장학금을 각 지역에 기탁했다. 또...
24,2020.12.29.,조선일보,2021 대한민국 퍼스트브랜드 대상 식품·외식 부문,"남 박사는 각종 감염병 위험에 노출된 군부대와 교육청, 각 지역 병원, 의료원에 ‘참조은겨 그랑프리737’... 100% 호주 청정 맥아, 뉴트로 소주… 주류시장 선도 [2021 대한민국 퍼스트브랜드 대상] 진로, 테라 테라는 2019년..."
25,2020.12.29.,월드코리안신문,제11대 중국한인회장에 하정수 전 화남연합회장,"이날 행사에는 선거관리위원회 이상철·박상윤·이근화 위원과 문신웅 화동연합회 고문, 신동환 천진한국인회장, 이준용 상해한국인회장 그리고 화동연합회 지역회장단, 소주한국인회 임원 등이 참석했다. 2부에서는..."
26,2020.12.29.,LG헬로비전,"남원경찰서, 지인 술병으로 수차례 때린 40대 구속","A씨는 지난 21일 오후 3시쯤 남원시 향교동 B씨 주택에서 술을 마시던 중 B씨의 머리 등을 소주병으로 수차례 내려친 혐의를 받고 있습니다. ▶ 가장 빠르고 정확한 지역 소식, 전북방송 채널 25번..."
27,2020.12.29.,뉴시스,"양산시, 연말 치킨과 누릉지가 함께 한 이웃사랑 '훈훈'",또 익명의 나눔 천사가 소주동행정복지센터 입구에 누룽지 5박스(15봉지)와 편지 1장을 놓고 사라졌다.... 기탁된 후원품은 웅상지역 돌봄 이웃에게 전달할 예정이다. ㈜동부산컨트리클럽 임직원들도 연말연시...
28,2020.12.29.,비즈월드,"[비즈마켓] 롯데면세점, SPC그룹, 제주신화월드, CJ대한통운, 롯데하이마트, ...","이는 83가구가 한달 동안 사용할 수 있는 양이며, 서울지역 난방 취약 가구에 전달될 예정이다. SPC그룹은... 페트 소주는 휴대성과 편의성이 좋은 가운데,특히, 640㎖페트는 페트 시장 내에서도 가장 수요가 높은..."
29,2020.12.29.,아주경제,[홈술 전성시대①] “코로나 덕에 전통주·와인 잘나가네”,"국산 맥주는 전체 주류 매출의 25.2%를 차지해 2위를 유지했고, 소주는 17.1%로 수입 맥주를 제치고 3위에... 전통술, 지역특산주 등에 한해 온라인 판매를 허용하고 있다. SSG닷컴의 올해 전통주 매출은 전년 대비 53.6..."
30,2020.12.28.,부산일보,회사 수익 40% ‘나눔 행사’ 기부 약속… 2012년부터 ‘취약계층 돕기’ 선행...,"30일 소주동과 서창동, 평산동, 덕계동, 동면, 양주동 행정복지센터 등 6개 면·동지역 기초생활 수급자와 차상위 계층, 소년소녀가장 등 나눔이 필요한 주민들에게 사용해 달라며 음료 농축액 60상자와 캔디 24상자를..."
31,2020.12.28.,월드코리안신문,상해한국상(인)회와 총영사관의 힘겨루기··· 김승호 총영사 상견례 보이콧,"이날 교민 상견례에는 정부기관·지자체·교민단체 대표, 상하이 화동지역 기업인 등 80여 명이 참석했다고... 강소성 소주에서 개최된 중국한국인회 하정수 회장 당선증 수여식에는 상해한국상회가 화동연합회 이상철..."
32,2020.12.28.,한국농어촌방송,"[인터뷰] 조규일 시장, 차한잔 하자고 해도 지금까지 연락 없어",""" 최근 경상대 34대 총동문회장으로 선임된 한경호 더불어민주당 진주을 지역위원장은 조 시장한테 비서실을... 직계후배라 소주를 자주 나눴다고 했다. 아주 친한 사이라는 것. 그런데도 차한잔 하자는 한 회장의 요청에..."
33,2020.12.28.,조선비즈,"[박순욱의 술기행] (41) “젊어진 요즘 문배술, 맛보셨나요?”","문배술을 소주고리에 내리는 술빚기 시연은 물론 10여명의 인원을 초청, 각종 요리를 제공할 수 있는 공간도... 평양을 비롯해 북한지역에서 만들어져온 문배술은 6.25전쟁을 계기로 남한으로 생산지를 옮기게 된다. 그러나..."
34,2020.12.28.,인사이드 비나,"[이형로의 고사성어로 보는 세상] (34) 我是他非(아시타비), 送故迎新(송고영...",지금의 소주(蘇州) 지역에 둥지를 튼 오(吳)나라와 절강(浙江) 지역을 본거지로 한 월(越)나라는 누대에 걸쳐 같은 하늘을 이고 살 수 없는 철천지원수 사이였다. 오왕 부차와 월왕 구천의 와신상담(臥薪嘗膽)이란...
35,2020.12.28.,아시아에이,"[A 유통가 소식] CJ제일제당, CJ더마켓 '박스로 바로 구매' 기획전 진행 外","살롱에이는 헤어 디자이너들의 재능 나눔을 통해 지역사회에 다양한 사회공헌 활동을 지속 진행하고... 페트 소주는 휴대성과 편의성이 좋은 가운데, 특히, 640㎖ 페트는 페트 시장 내에서도 가장 수요가 높은 제품이다...."
36,2020.12.28.,프레시안,겨울의 참맛! 해산물 천국 통영의 참맛,"*발열·근육통·호흡기 증상이 있는 경우, 또는 본인이나 가족이 14일 이내 국내외 전염지역 방문을 한 경우... 술 한 병 천삼백 원이면 다섯이 여섯이 갈라 묵는디.” 추위를 이기기 위해 할머니는 소주 한 병을 사서 마을..."
37,2020.12.28.,대한금융신문,"[응답하라, 우리술 180] 전통주 판매하는 보틀숍 '키오스크.이피'","물론 지역특산주와 민속주처럼 통신판매가 가능한 술들도 있었지만, 기본 택배 물량을 주문해야 하는 부담... 감미료가 들어가지 않은 막걸리와 약주 그리고 증류소주와 국산 농산물로 만든 와인까지 취급하고 있는 술들도..."
38,2020.12.28.,여행스케치,"[숨겨진 여행지] 전남 무안군 몽탄면, 바다처럼 흐르는 영산강 물길 따라 떠나...","그 후 중국 절강성 임해현에 도착해 영파-항주-소주-북경을 거쳐 6개월 만에 조선으로 귀국하게 되는데, 당시... 있던 지역이다. 그 역사를 이어 지금까지도 몽탄면 명산리는 장어구이로 유명하다. 4대째 80년 전통을..."
39,2020.12.28.,중앙일보,"[더오래]모주, 양파 우유, 치킨 수프…세계의 감기 민간 요법","추운 지역에서는 동물의 젖, 치즈 같은 고칼로리 음식이 필수적이다. 북유럽에선 감기에 양파 우유를 마신다. 양파를 갈아서 데운 우유에 혼합해 마시는데 양파의 항산화 효과를 제대로 볼 수 있다. 감기에는 소주 한 잔에..."
40,2020.12.28.,이투데이,"[농업 미래, 농촌융복합산업] 밀과노닐다, 밀 키워 술 빚고 관광객 유치 ‘융...","유통이 불리한 지역에 소주로 유명한 안동, 두 가지 이유로 그는 소주를 만들기로 마음 먹었다. 박 대표는 ""서양 위스키처럼 장기숙성해서 고품질의 증류주를 생산할 수 있다고 생각했다""며 ""기존 안동소주의 품격을 한층..."
41,2020.12.28.,세계일보,전문가가 뽑은 연말연시 추천 증류주,"추사47·복순도가소주·고운달·도원결의 추사47 스페셜 에디션 원주를 끓여 얻는 증류주는 발효주와 달리... 빚는 지역의 음식과 궁합이 잘 맞으며, 이런 방식으로 음식과 술을 즐긴다면 코로나19로 쌓인 슬픔과 우울함을..."
42,2020.12.28.,아시아엔,[역사속 오늘 12.28] 류현진 블루제이스 입단(2019)·민족자결주의 윌슨 대통...,“후미진 골목 두 번 꺾어들면/허름한 돈암곱창집/지글대며 볶아지던 곱창에/넌 소주잔 기울이고/난... 경기인천지역 민영방송 OBS 경인방송 개국 2010 김연아 미국 스포츠아카데미(USSA)와 NBC방송/USA Today 공동수여한...
43,2020.12.27.,부산일보언론사 선정,[가네다기자의 부산읽기] 부산 기념품의 아쉬운 점,"가게 안에는 부산을 대표하는 소주 대선의 잔이나 병따개, 시화인 동백을 모티브로 한 가방 등 예쁘고 멋진... 시간이 있으면 이곳 저곳 가서 그 지역의 역사를 느낄 수 있는 건물이나 장소를 찾거나 향토 요리를 먹는 것을..."
44,2020.12.26.,머니S,2020년 창업시장 돌아보니 … 저가커피부터 배달형까지 성장 브랜드는?,"독립점포들도 지역 상권 곳곳에 들어섰다. 이것은 커피가 이미 일상 식품이 된 것인데다 사회적 거리두기가... 가격은 1인분에 1만1,000원으로 저렴하고 양도 푸짐해 불황에 주머니가 가벼워진 소주 마니아 고객들을..."
45,2020.12.26.,시빅뉴스,"[장원호 박사의 그리운 대한민국] 홍도의 절경, '흑산도 아가씨' 노래비, 그리...",우리는 다시 산 위로 올라와서 남해 횟집에 들어가 자연산 광어회 정식을 시키고 보해회사가 만든 소주를... 그만큼 전라도는 다른 지역에 비해서 많이 뒤져 있었다. 한국정치에 뚜렷한 표식을 남긴 전라도를 자세히...
46,2020.12.25.,스포츠조선,"""올해만 2억 기부"" 소유진, '슈돌' 출연료 전액 나눔…'♥백종원' 통큰 부부 ...","백종원은 지난 여름 촬영한 라면 광고 모델료 전액을 수재민과 수해 피해지역 복구를 위해 쾌척했고, 지난해 촬영한 소주 광고 수익금 전액도 저소득층 어린이 환자들을 위해 기부했다. 한편 소유진은 현재 KBS2..."
47,2020.12.25.,투데이신문,[2020 형광펜] 한 해를 밑줄 긋다…키워드는 'Cyber Typhoon',"더 오래된 분위기를 찾기 위해 성수동, 익선동, 을지로 등 예스러운 지역들이 젊은 층의 호응을 얻고 있으며 레트로 마케팅은 진로 소주, 곰표 맥주 등 과거의 인기 있었던 제품을 모티브로 해서 소비자들에게 그..."
48,2020.12.25.,문화뉴스,맛있는 술 추천... 전통주 얼마나 알고 있나요?,"전통 소주에서부터 청주, 탁주, 혼성주까지 다양한 맛과 풍미를 지닌 전통주를 소개한다. # 매실주 매실주는... 매실원주 13 (사진 = 술담화) # 옥선주 강원도의 전통주 옥선주는 지역 특색에 맞게 옥수수를 주원료로 하는..."
49,2020.12.25.,머니S,"GS25, 20·30 취향 전통주의 이유 있는 돌풍","밤빛머루는 해발 500M인 청정지역 무주에서 재배한 머루를 발효한 와인을 증류해 만든 증류주다. 10월에... 이 역시 화요소주, 산사춘 등 기존의 인기 전통주보다 더 잘 팔렸다. 심술7도는 포도와 블루베리를 함유해..."
50,2020.12.25.,KBS,투명 페트병 분리배출 의무화…울산탁주 등 라벨 교체,오늘부터(25일) 전국의 공동주택에서 투명 페트병의 상표 즉 라벨 분리배출이 의무화됨에 따라 지역... 앞서 무학 울산공장은 페트병으로 판매되는 담금용 소주의 라벨을 분리 배출이 쉬운 비접착식 라벨로 교체했습니다....
51,2020.12.24.,인천투데이,[인천피플] 인천 원도심과 청년이 만나는 시간 '인더로컬',"원도심을 낙후한 지역으로만 생각했다가 매거진 '하이파이브 인천'을 제작하면서 원도심의 매력을 알았다는... 김 대표는 또, 만석부두에서 갯벌 낚시 하는 사람들, 잉글랜드 왕돈까스 식당에서 소주 먹는 할아버지 등..."
52,2020.12.24.,한국일보언론사 선정,"'5인 이상 모임 금지' 되자, 여행 취소하고·편의점으로 몰리고","수도권을 제외한 지역에선 ‘연말연시 특별방역기간(24일부터 내년 1월 3일까지)’ 동안 식당에서 5인 이상... “다들 소주, 맥주에 안주까지 한 보따리씩 사가니 계산하고 봉투 담는 데 시간 걸리고 그 와중에도 손님이..."
53,2020.12.24.,머니S언론사 선정,"참이슬에 한번, 진로로 두번… 술판이 뒤집혔다",지역 소주도 하이트진로의 기세에 맥을 못 추고 있다. 참이슬과 진로가 수도권을 넘어 지방까지 전국구 소주로 입지를 강화하면서다. 반대로 무학과 보해양조 등도 수도권 진출에 나섰으나 결국 실패하며 2018년부터...
54,2020.12.24.,머니S언론사 선정,“니들이 국산맥주 맛을 알어~?”,국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 전세계 공기질 1위 국가인 호주에서도 청정지역으로 꼽히는 골든트라이앵글 지역의 맥아만을 100% 사용하고...
55,2020.12.24.,머니S언론사 선정,집에서 닭발에 소맥 한 잔… 홈술 시장 커졌다,저도수 막걸리를 비롯해 도수가 높은 증류주·소주·복분자주 등 품목도 다양하다. 특히 술과 어울리는 전도 함께 주문할 수 있다. 서울을 시작으로 배송 지역을 확대할 계획이다. 현행 주세법은 주류의 통신판매와...
56,2020.12.23.,새전북신문,[단독] 고창군 식초전문가 77명 배출,"그리고 소주 내리기까지 국내 최고의 기술을 선보였다. 유기상 군수는 ”올해 코로나로 힘든 시기를 수료하신 분들게 진심으로 축하드리며, 지속적으로 지역농산물을 활용한 발효식초 제조법에 대한 전문지식을 습득해서..."
57,2020.12.23.,인벤,[블레이드앤소울] 소환사 '환상' 각성 & 신규 던전 검은바람동굴 등장! 깨비촌...,"검은 바람 동굴은 감마등의 소환수인 백야가 최종 보스로 등장하는 지역으로, 수월 평원에 위치하고 있다.... 깨비촌 만두와 소주, 독각대왕 길운 등을 얻었다면 이벤트 던전에서 꼭 사용해주자. 특히 깨비촌 소주와 만두는..."
58,2020.12.23.,오마이뉴스언론사 선정,술병 나뒹굴고 화장실선 콘돔... 한국교원대에 무슨 일이,"사진에는 테니스장에서 A씨가 수거한 막걸리와 맥주, 소주 용기가 담겨 있다. 1700㎖ 정도 용량의 막걸리병... 그러면서 ""지역 주민들도 자주 오고 타 지역 테니스 동호회 등도 여기에서 시합을 한다""며 ""교수들은 음료수나..."
59,2020.12.23.,충북인뉴스,"술병 나뒹굴고 화장실선 사용한 콘돔이…한국교원대, 무슨 일이?","사진에는 테니스장에서 A씨가 수거한 막걸리와 맥주, 소주 용기가 담겨있다. 1700㎖ 정도 용량의 막걸리병 16개... 그러면서 ""지역 주민들도 자주 오고 타 지역 테니스 동호회등도 여기에서 시합을 한다""며 ""교수들은..."
60,2020.12.23.,서울신문언론사 선정,“코로나로 소주 매출 급감했는데 (전) 사장이 회삿돈을?”…맥키스컴퍼니 난...,맥키스컴퍼니는 1973년 8월 설립된 대전·충남지역 소주제조 업체 ‘선양’으로 벤처기업 ‘5425’을 세워 돈을 번 조웅래 회장이 2004년 인수해 이름을 바꾼 회사다. 조 회장은 ‘계족산 황톳길’을 만드는 등 지역사회...
61,2020.12.23.,시사저널,"[양산24시] ""쇠퇴한 양산 삼호·주남지구 활력"" 국토부 도시재생 사업 선정","소주동 '주남지구(도시재생 인정사업)'는 인근 공단으로 둘러싸인 지역의 특성상 열악한 주민 주거 질 향상을 위해 지역공동체의 거점으로 조성하고, 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로..."
62,2020.12.23.,한국면세뉴스,"""음주운전 교통사고 늘어나는 연말연시, 안전 운전 노력해야""[이준혁 교통전문...","비접촉식 감지기를 활용하고 교통경찰 외에도 교통싸이카순찰대, 교통기동대, 지역경찰 등 동원 가능한... 혈중알코올농도가 0.03% 이상이라면 음주운전 혐의로 처벌될 수 있는데 이는 성인 남성을 기준으로 했을 때 소주..."
63,2020.12.23.,경남도민신문,"양산시, 도시재생 뉴딜 2개 지구 선정","소주동 '주남지구(도시재생 인정사업)'은 인근 공단으로 둘러싸인 지역으로, 열악한 주민 주거 질 향상을 위해 지역공동체의 거점을 조성하고, 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을..."
64,2020.12.23.,경남도민일보,"""지역에 해준 것 뭐냔 말 싹 사라지게끔""",무학은 '안방 지키기 작전'의 하나로 지역신문에 광고를 이어가고 있다. 주 내용은 소주 협찬 요청 거부 소문에 반박하는 '몰랐겠지만 누군가의 중상모략에 속고 계셨습니다!'와 '코로나19 상황 속 20억 원어치 손소독제...
65,2020.12.22.,일요신문,양산시 선별진료소 서부 집중에 동부권 웅상주민 '불만',"22일 웅상지역 주민들에 따르면 이 같은 논란은 최근 양산 덕계, 평산, 소주, 서창동이 위치한 동부권 지역에서 코로나19 확진자 발생이 점차 늘자 주민 불안이 커지는 상황에서 불거졌다. 양산 서부권과 동부권은..."
66,2020.12.22.,한국농어민신문,[한국농어민신문 선정 2020 10대 뉴스] 멈출 줄 모르는 코로나19…일손 부족에...,되었던 지역 축제들마저 줄줄이 취소돼 농촌경제는 꽁꽁 얼어붙었다. 무엇보다 올해 농가들의 애를... 일본은 한국산 소주(현행 16%)와 막걸리(현행 42.4엔/ℓ)에 대해 20년에 걸쳐 관세를 철폐한다. 그러나...
67,2020.12.22.,부산일보언론사 선정,"생수보다 더 잘 팔리는 양주, 코로나가 낳은 ‘연말 이색 풍경’ (종합)","22일 부산지역 이마트에 따르면, 이달(1~20일) 양주 매출액은 지난해 같은 기간에 비해 167% 상승해, 생수... 전년 동기보다 맥주는 42%, 소주 39%, 와인 74%, 막걸리 84%, 청주는 48% 증가했다. 최근 사회적 거리 두기 강화로..."
68,2020.12.22.,시민일보,"양산시, 국토부 도시재생 뉴딜사업 2개 지구 선정","소주동 ‘주남지구(도시재생 인정사업)’은 인근 공단으로 둘러싸인 지역으로, 열악한 주민 주거 질 향상을 위해 지역공동체의 거점을 조성하고, 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을..."
69,2020.12.22.,내외경제tv,"양산시, 국토부 도시재생 뉴딜사업 2개 지구 선정","소주동 '주남지구(도시재생 인정사업)'은 인근 공단으로 둘러싸인 지역으로, 열악한 주민 주거 질 향상을 위해 지역공동체의 거점을 조성하고, 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을..."
70,2020.12.22.,프레시안,"양산시, 도시재생 뉴딜사업 2곳 선정... 200억원 확보",도시재생 인정사업으로 시는 소주동 ‘주남지구'에 열악한 주민 주거 질 향상을 위해 지역공동체의 거점을 조성하고 마을 안 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을 시행한다는 계획이다. 이에...
71,2020.12.22.,뉴제주일보,코로나19 확산 '생필품·술' 구입 증가···온라인 주문 '급증',"제주지역에서 코로나19(신종 코로나바이러스 감염증) 확산세가 지속되자 대형마트에서 생수·라면·휴지 등... 실제 이날 B대형마트 주류 코너에는 오전부터 여러 명의 이용객들이 소주와 맥주, 와인 등을 고르고 있었다...."
72,2020.12.22.,쿠키뉴스,"양산시, 국토부 도시재생 뉴딜사업 2개 지구 선정…삼호지구·주남지구","소주동 ‘주남지구(도시재생 인정사업)’은 인근 공단으로 둘러싸인 지역으로, 열악한 주민 주거 질 향상을 위해 지역공동체의 거점을 조성하고, 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을..."
73,2020.12.22.,글로벌이코노믹,"최태원 SK 회장, 요리사 복장하고 여성 리더와 워킹맘 식사 대접",수원식 육개장은 SK그룹 모태인 경기도 수원 지역 음식으로 미리 양념해 둔 고기를 육수에 넣어 간을 맞추는... 최 회장은 당시 답장에서 “울산에서 소주병을 기울이며 머리를 맞대고 회사와 가족을 위한 대담의 시간을...
74,2020.12.22.,그린포스트코리아,최태원식 소통 화제...장기근속 직원에게 직접 요리 대접,"수원식 육개장은 SK그룹 모태가 경기도 수원 지역이라는 점에서 더 의미가 있었다. 이 요리는 미리 양념해... 최 회장은 당시 답장에서 ""울산에서 소주병을 기울이며 머리를 맞대고 회사와 가족을 위한 대담의 시간을..."
75,2020.12.22.,부산일보,코로나19에 양주가 생수보다 더 팔렸다,"22일 부산지역 이마트에 따르면, 이달(12월1~12월20일) 양주 매출액은 지난해 같은 기간에 비해 167% 상승해... 다른 주류의 증가율은 맥주 42%, 소주 39%, 와인 74%, 막걸리 84%, 청주 48%이다. 최근 코로나19 사태의 장기화로..."
76,2020.12.22.,아시아경제,"양산시, 균형발전 실현한다 … 도시재생 뉴딜사업 2개 지구 선정","소주동 주남지구는 공단으로 둘러싸인 지역으로, 열악한 주민 주거질 향상을 위해 지역공동체의 거점을 조성하고 마을 내 부족한 생활SOC 시설을 확충해 주민복지 향상을 목표로 사업을 시행한다. 김일권 시장은..."
77,2020.12.22.,위키트리,“어릴 때부터 스스로 선택하도록 해야” 대기업 회장이 직원들에게 밝힌 자녀...,"수원식 육개장은 SK그룹 모태인 경기도 수원 지역의 음식으로, 미리 양념해 둔 고기를 육수에 넣어 간을... 최 회장은 당시 답장에서 “울산에서 소주병을 기울이며 머리를 맞대고 회사와 가족을 위한 대담의 시간을..."
